anio,institucion_tipo,institucion_nombre,institucion_nombre_new,institucion_nombre_unidad_academica,unidad_academica,unidad_academica_new,carrera_titulo,institucion_gestion,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,reinscriptos_total,reinscriptos_varones,reinscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,carrera,carrera_grupo,Carrera_normalizada
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Petroleo,Estatal,Pregrado,Presencial,310.0,192.0,118.0,121.0,80.0,41.0,189.0,112.0,77.0,2.0,1.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Enfermero Universitario,Estatal,Pregrado,Presencial,317.0,69.0,248.0,133.0,35.0,98.0,184.0,34.0,150.0,22.0,3.0,19.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Profesor para la Educacion Primaria,Estatal,Grado,Presencial,393.0,43.0,350.0,137.0,23.0,114.0,256.0,20.0,236.0,26.0,0.0,26.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Enfermero/a Universitario/a,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Licenciatura en Quimica orientacion Agricola,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Profesor en Ciencias Agrarias - Ciclo Profesorado,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Profesor de Enseñanza Media y Superior en Ingles,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Profesor en Ingles para la Enseñanza Primaria,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Agronomia,Facultad de Agronomia,Facultad de Agronomia,Tecnicatura Universitario en Administracion y Planificacion Agraria,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Profesor de Jardin de Infantes,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Profesor en Matematica y Fisica,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Agronomia,Facultad de Agronomia,Facultad de Agronomia,Tecnicatura Universitario en Administracion Agropecuaria,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Agronomia,Facultad de Agronomia,Facultad de Agronomia,Tecnicatura Universitario en Produccion Lechera,Estatal,Pregrado,Presencial,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Agronomia,Facultad de Agronomia,Facultad de Agronomia,Tecnicatura Universitario en Laboratorio Agropecuario - MD,Estatal,Pregrado,Distancia,16.0,12.0,4.0,0.0,0.0,0.0,16.0,12.0,4.0,11.0,8.0,3.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Licenciatura en Ingles con orientacion en Lingüistica Aplicada,Estatal,Grado,Presencial,43.0,7.0,36.0,20.0,4.0,16.0,23.0,3.0,20.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Agronomia,Facultad de Agronomia,Facultad de Agronomia,Tecnicatura Universitario en Produccion Vegetal Intensiva,Estatal,Pregrado,Presencial,49.0,29.0,20.0,8.0,5.0,3.0,41.0,24.0,17.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Profesor Universitario en Computacion,Estatal,Grado,Presencial,50.0,39.0,11.0,32.0,22.0,10.0,18.0,17.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Ingenieria Electromecanico con orientacion Automatizacion Industrial,Estatal,Grado,Presencial,103.0,90.0,13.0,25.0,22.0,3.0,78.0,68.0,10.0,3.0,3.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Economicas y Juridicas,Facultad de Ciencias Economicas y Juridicas,Facultad de Ciencias Economicas y Juridicas,Tecnicatura Universitario Administrativo Contable Impositivo,Estatal,Pregrado,Presencial,263.0,80.0,183.0,81.0,30.0,51.0,182.0,50.0,132.0,8.0,1.0,7.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Facultad de Ciencias Exactas y Naturales,Licenciatura en Enfermeria Universitaria,Estatal,Grado,Presencial,577.0,92.0,485.0,577.0,92.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Universidad Nacional de La Pampa - Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Facultad de Ciencias Humanas,Profesor en Educacion Primaria,Estatal,Grado,Presencial,685.0,40.0,645.0,163.0,8.0,155.0,522.0,32.0,490.0,31.0,1.0,30.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Escuela de Postgrado,Escuela de Postgrado,Escuela de Postgrado,Diplomado en Gestion de Financiamiento a PyMES y Mercado de Capitales,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Tecnicatura Universitario en Gestion Industrial,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,6.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Tecnicatura Periodista Universitario,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,53.0,88.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Tecnicatura Universitario en Desarrollo de Software,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,105.0,18.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Tecnicatura Universitario en Servicios Sociales,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,26.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ciencias Economicas,Departamento de Ciencias Economicas,Departamento de Ciencias Economicas,Tecnicatura Universitario en Contabilidad,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,114.0,224.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ciencias Economicas,Departamento de Ciencias Economicas,Departamento de Ciencias Economicas,Tecnicatura Universitario en Administracion,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,68.0,95.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Analista Universitario en Relaciones Publicas,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,15.0,74.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Analista Programador Universitario,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ciencias Economicas,Departamento de Ciencias Economicas,Departamento de Ciencias Economicas,Tecnicatura Universitario en Comercio Internacional,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,44.0,76.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Tecnicatura Superior Universitario en Electronica,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Escuela de Postgrado,Escuela de Postgrado,Escuela de Postgrado,Magister en Desarrollo Informaticos de Aplicacion Espacial,Estatal,Posgrado,Presencial,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Tecnicatura Universitario en Desarrollo de Aplicaciones para Dispositivos Moviles,Estatal,Pregrado,Presencial,64.0,53.0,11.0,43.0,37.0,6.0,21.0,16.0,5.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Escuela de Formacion Continua,Escuela de Formacion Continua,Escuela de Formacion Continua,Tecnicatura Universitario en Administracion Bancaria,Estatal,Pregrado,Presencial,110.0,67.0,43.0,0.0,0.0,0.0,110.0,67.0,43.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Departamento de Humanidades y Ciencias Sociales,Tecnicatura Universitario en Ceremonial y Protocolo,Estatal,Pregrado,Presencial,341.0,35.0,306.0,38.0,2.0,36.0,303.0,33.0,270.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Tecnicatura Universitario en Electronica (orientacion sonido y grabacion),Estatal,Pregrado,Presencial,344.0,305.0,39.0,87.0,78.0,9.0,257.0,227.0,30.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Universidad Nacional de La Matanza - Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Departamento de Ingenieria e Investigaciones Tecnologicas,Tecnicatura Universitario en Web,Estatal,Pregrado,Presencial,477.0,358.0,119.0,96.0,73.0,23.0,381.0,285.0,96.0,39.0,31.0,8.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Licenciatura en Biotecnologia,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Profesor de Enseñanza Superior,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Profesor en Ciencias Juridicas y Politicas - Ciclo de Profesorado,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Licenciatura en Biotecnologia,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Licenciatura en Enseñanza de las Ciencias Juridicas y Politicas - Ciclo de Licenciatura,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Profesor en Ciencias Juridicas y Politicas,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Ciencias Geologicas,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Petroleo,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Ciencias de la Tierra,Estatal,Pregrado,Presencial,20.0,11.0,9.0,7.0,5.0,2.0,13.0,6.0,7.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Procesamiento de Minerales,Estatal,Pregrado,Presencial,39.0,25.0,14.0,5.0,2.0,3.0,34.0,23.0,11.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario en Produccion Lechera,Estatal,Pregrado,Presencial,53.0,21.0,32.0,33.0,10.0,23.0,20.0,11.0,9.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Ciencias de la Tierra Orientada a Petroleo,Estatal,Pregrado,Presencial,71.0,35.0,36.0,22.0,10.0,12.0,49.0,25.0,24.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Explotacion de Minas,Estatal,Pregrado,Presencial,87.0,65.0,22.0,21.0,13.0,8.0,66.0,52.0,14.0,2.0,1.0,1.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,"Convenio 1er TCUNT - Licenciatura en: Ciencias Quimicas, Bioquimica, Farmacia y Biotecnologia",Estatal,Grado,Presencial,104.0,33.0,71.0,57.0,18.0,39.0,47.0,15.0,32.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Perforaciones,Estatal,Pregrado,Presencial,109.0,89.0,20.0,24.0,21.0,3.0,85.0,68.0,17.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario Forestal,Estatal,Pregrado,Presencial,115.0,59.0,56.0,42.0,24.0,18.0,73.0,35.0,38.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Universidad Nacional de Jujuy - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Analista Programador Universitario,Estatal,Pregrado,Presencial,656.0,510.0,146.0,176.0,135.0,41.0,480.0,375.0,105.0,36.0,26.0,10.0,,,
2017,Universidad,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento - Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Ciclo de Aprestamiento Universitario,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento - Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Profesor Universitario en Economia,Estatal,Grado,Presencial,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento - Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Profesor Universitario en Fisica,Estatal,Grado,Presencial,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento - Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Instituto del Desarrollo Humano,Profesor Universitario en Filosofia,Estatal,Grado,Presencial,4.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,,,
