anio,institucion_tipo,institucion_nombre,institucion_nombre_new,institucion_nombre_unidad_academica,unidad_academica,unidad_academica_new,carrera_titulo,institucion_gestion,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,reinscriptos_total,reinscriptos_varones,reinscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,carrera,carrera_grupo,Carrera_normalizada
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,Tecnicatura Superior Universitario en Higiene Buco-Dental,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,Tecnicatura en la Gestion de Electrotecnia de Instituciones Universitarias del area de la Salud,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,Tecnicatura en la Gestion Administrativa e Informatica de Instituciones Universitarias del area de la Salud,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario en Apicultura,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Economicas - Extension Aulica Bella Vista,Facultad de Ciencias Economicas - Extension Aulica Bella Vista,Facultad de Ciencias Economicas - Extension Aulica Bella Vista,Ciencias Economicas,Estatal,Grado,Presencial,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Informatica,Estatal,Pregrado,Presencial,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Tecnologia Textil,Estatal,Pregrado,Presencial,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Ingenieria Civil orientacion Hidraulica,Estatal,Grado,Presencial,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Ingenieria Civil orientacion Vias de Comunicacion,Estatal,Grado,Presencial,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Ingenieria Civil orientacion: Proyecto y Construcciones de Obras Civiles,Estatal,Grado,Presencial,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Humanidades,Facultad de Humanidades,Facultad de Humanidades,Profesor Universitario - Ciclo de Profesorado,Estatal,Grado,Presencial,9.0,3.0,6.0,0.0,0.0,0.0,9.0,3.0,6.0,8.0,3.0,5.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,Especialista en Diagnostico por Imagenes de la Region Maxilofacial,Estatal,Posgrado,Presencial,17.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Exactas y Naturales y Agrimensura,Facultad de Ciencias Exactas y Naturales y Agrimensura,Facultad de Ciencias Exactas y Naturales y Agrimensura,Guardaparque Universitario,Estatal,Pregrado,Presencial,23.0,14.0,9.0,0.0,0.0,0.0,23.0,14.0,9.0,9.0,6.0,3.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,Tecnicatura Superior Universitario en Laboratorio Dental,Estatal,Pregrado,Presencial,25.0,14.0,11.0,0.0,0.0,0.0,25.0,14.0,11.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Tecnicatura Universitario en Instalaciones Electricas,Estatal,Pregrado,Presencial,37.0,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Economicas - Extension aulica General Pinedo,Facultad de Ciencias Economicas - Extension aulica General Pinedo,Facultad de Ciencias Economicas - Extension aulica General Pinedo,Ciencias Economicas,Estatal,Grado,Presencial,45.0,14.0,31.0,33.0,11.0,22.0,12.0,3.0,9.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Veterinarias - Sede Curuzu Cuatia,Facultad de Ciencias Veterinarias - Sede Curuzu Cuatia,Facultad de Ciencias Veterinarias - Sede Curuzu Cuatia,Tecnicatura en Administracion de Empresas con orientacion en Agropecuaria y Agroindustrial,Estatal,Pregrado,Presencial,46.0,32.0,14.0,0.0,0.0,0.0,46.0,32.0,14.0,7.0,3.0,4.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Economicas - Extension aulica Goya,Facultad de Ciencias Economicas - Extension aulica Goya,Facultad de Ciencias Economicas - Extension aulica Goya,Ciencias Economicas,Estatal,Grado,Presencial,51.0,33.0,18.0,31.0,20.0,11.0,20.0,13.0,7.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Arquitectura y Urbanismo,Facultad de Arquitectura y Urbanismo,Facultad de Arquitectura y Urbanismo,Magister en Gestion Ambiental del Territorio Urbano,Estatal,Posgrado,Presencial,57.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Veterinarias - Sede Curuzu Cuatia,Facultad de Ciencias Veterinarias - Sede Curuzu Cuatia,Facultad de Ciencias Veterinarias - Sede Curuzu Cuatia,Tecnicatura en Administracion de Empresas con orientacion Comercial y de Servicios,Estatal,Pregrado,Presencial,60.0,24.0,36.0,0.0,0.0,0.0,60.0,24.0,36.0,8.0,1.0,7.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Derecho y Ciencias Sociales y Politicas,Facultad de Derecho y Ciencias Sociales y Politicas,Facultad de Derecho y Ciencias Sociales y Politicas,Especialista en Finanzas Publicas y Regimen Tributario,Estatal,Posgrado,Presencial,70.0,35.0,35.0,70.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,Tecnicatura en Gestion de Instituciones Universitarias del area de la Salud,Estatal,Pregrado,Presencial,79.0,39.0,40.0,1.0,1.0,0.0,78.0,38.0,40.0,30.0,18.0,12.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Derecho y Ciencias Sociales y Politicas,Facultad de Derecho y Ciencias Sociales y Politicas,Facultad de Derecho y Ciencias Sociales y Politicas,Especialista en Derecho Notarial y Registral,Estatal,Posgrado,Presencial,91.0,80.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Derecho y Ciencias Sociales y Politicas,Facultad de Derecho y Ciencias Sociales y Politicas,Facultad de Derecho y Ciencias Sociales y Politicas,Magister en Magistratura y Funcion Judicial,Estatal,Posgrado,Presencial,96.0,35.0,61.0,96.0,35.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Odontologia,Facultad de Odontologia,Facultad de Odontologia,"Magister en Gestion Publica de la Salud con orientacion en Practicas Preventivas, Sociales y Comunitarias",Estatal,Posgrado,Presencial,111.0,41.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Humanidades - Sede Corrientes,Facultad de Humanidades - Sede Corrientes,Facultad de Humanidades - Sede Corrientes,Profesor Universitario - Ciclo de Profesorado,Estatal,Grado,Presencial,116.0,46.0,70.0,0.0,0.0,0.0,116.0,46.0,70.0,101.0,39.0,62.0,,,
2017,Universidad,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Ciencias Economicas,Estatal,Grado,Presencial,2302.0,1170.0,1132.0,1297.0,648.0,649.0,1005.0,522.0,483.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Licenciatura en Musica con Orientacion en organo,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Profesor de Musica con Orientacion en organo,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Magister en Negocios Agroalimentarios,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,"Especialista en Defensa y Garantias, con Orientacion en Derecho Penal y Derecho de Familia y Menores - MD",Estatal,Posgrado,Distancia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Tecnicatura Universitario en Administracion de Salud,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ingenieria y Ciencias Hidricas,Facultad de Ingenieria y Ciencias Hidricas,Facultad de Ingenieria y Ciencias Hidricas,Analista en Informatica Aplicada (Titulo Intermedio),Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Arquitectura Diseño y Urbanismo,Facultad de Arquitectura Diseño y Urbanismo,Facultad de Arquitectura Diseño y Urbanismo,"Especialista en Gestion Urbana, Municipal y Comunal",Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Master en Administracion de Empresas con mencion en Gestion de Costos,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Arquitectura Diseño y Urbanismo,Facultad de Arquitectura Diseño y Urbanismo,Facultad de Arquitectura Diseño y Urbanismo,Especialista en Diseño y Proyectacion con mencion en Diseño Esceno Arquitectonico,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Master en Administracion de Empresas con mencion en Comercio Internacional,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Master en Administracion de Empresas con mencion en Direccion de Negocios,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Tecnicatura Corrector Periodistico y Editorial,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Tecnicatura en Administracion y Gestion Universitaria - MD,Estatal,Pregrado,Distancia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Tecnicatura Universitario en Gestion Deportiva,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Doctor en Bioquimica y Biologia Aplicada,Estatal,Posgrado,Presencial,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Centro Universitario Galvez,Centro Universitario Galvez,Centro Universitario Galvez,Tecnicatura Universitario en Gastronomia,Estatal,Pregrado,Presencial,10.0,4.0,6.0,9.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Centro Universitario Galvez,Centro Universitario Galvez,Centro Universitario Galvez,Tecnicatura Universitario en Biocombustibles,Estatal,Pregrado,Presencial,13.0,10.0,3.0,0.0,0.0,0.0,13.0,10.0,3.0,6.0,4.0,2.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Profesor de Musica con orientacion en Direccion Coral,Estatal,Grado,Presencial,16.0,8.0,8.0,3.0,2.0,1.0,13.0,6.0,7.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario en Poscosecha de Granos y Semillas,Estatal,Pregrado,Presencial,18.0,13.0,5.0,0.0,0.0,0.0,18.0,13.0,5.0,6.0,4.0,2.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ingenieria Quimica,Facultad de Ingenieria Quimica,Facultad de Ingenieria Quimica,Magister en Ciencia y Tecnologia de los Alimentos,Estatal,Posgrado,Presencial,20.0,4.0,16.0,8.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Doctor en Estudios Sociales,Estatal,Posgrado,Presencial,24.0,8.0,16.0,24.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Tecnicatura Universitario en Salud Ambiental,Estatal,Pregrado,Presencial,28.0,11.0,17.0,28.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Magister en Argumentacion Juridica,Estatal,Posgrado,Presencial,29.0,12.0,17.0,29.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Veterinarias,Facultad de Ciencias Veterinarias,Facultad de Ciencias Veterinarias,Tecnicatura en Produccion Primaria de Leche - MD,Estatal,Pregrado,Distancia,31.0,20.0,11.0,4.0,3.0,1.0,27.0,17.0,10.0,2.0,1.0,1.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Profesor de Musica con orientacion en Piano,Estatal,Grado,Presencial,32.0,14.0,18.0,7.0,3.0,4.0,25.0,11.0,14.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Licenciatura en Musica con orientacion en Direccion Coral,Estatal,Grado,Presencial,43.0,23.0,20.0,10.0,6.0,4.0,33.0,17.0,16.0,3.0,1.0,2.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Licenciatura en Musica con orientacion en Piano,Estatal,Grado,Presencial,48.0,27.0,21.0,12.0,6.0,6.0,36.0,21.0,15.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Tecnicatura Universitario en Administracion y Gestion Tributaria - MD,Estatal,Pregrado,Distancia,57.0,17.0,40.0,0.0,0.0,0.0,57.0,17.0,40.0,10.0,3.0,7.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Centro Universitario Galvez,Centro Universitario Galvez,Centro Universitario Galvez,Analista Universitario de Alimentos,Estatal,Pregrado,Presencial,67.0,19.0,48.0,10.0,2.0,8.0,57.0,17.0,40.0,10.0,3.0,7.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Profesor de Musica con orientacion en Guitarra,Estatal,Grado,Presencial,76.0,61.0,15.0,10.0,8.0,2.0,66.0,53.0,13.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Licenciatura en Musica con orientacion en Guitarra,Estatal,Grado,Presencial,77.0,65.0,12.0,21.0,16.0,5.0,56.0,49.0,7.0,2.0,2.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Centro Univesitario Reconquista-Avellaneda,Centro Univesitario Reconquista-Avellaneda,Centro Univesitario Reconquista-Avellaneda,Tecnicatura Universitario en Tecnologia de Alimentos,Estatal,Pregrado,Presencial,112.0,45.0,67.0,45.0,14.0,31.0,67.0,31.0,36.0,7.0,5.0,2.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ingenieria y Ciencias Hidricas,Facultad de Ingenieria y Ciencias Hidricas,Facultad de Ingenieria y Ciencias Hidricas,Tecnicatura Universitario en Software Libre - MD,Estatal,Pregrado,Distancia,132.0,114.0,18.0,42.0,36.0,6.0,90.0,78.0,12.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Centro Universitario Galvez,Centro Universitario Galvez,Centro Universitario Galvez,Tecnicatura Universitario en Elaboracion y Produccion de Alimentos,Estatal,Pregrado,Presencial,143.0,101.0,42.0,0.0,0.0,0.0,143.0,101.0,42.0,54.0,50.0,4.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Tecnicatura Universitario en Administracion de Salud - MD,Estatal,Pregrado,Distancia,267.0,49.0,218.0,0.0,0.0,0.0,267.0,49.0,218.0,9.0,0.0,9.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Medicas,Facultad de Ciencias Medicas,Facultad de Ciencias Medicas,"Tecnicatura Universitario en Emergencia Prehospitalaria, Rescate y Trauma - MD",Estatal,Pregrado,Distancia,273.0,117.0,156.0,100.0,46.0,54.0,173.0,71.0,102.0,15.0,10.0,5.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Ciencias Medicas,Facultad de Ciencias Medicas,Facultad de Ciencias Medicas,Tecnicatura Universitario en Cosmiatria y Cosmetologia - MD,Estatal,Pregrado,Distancia,323.0,5.0,318.0,134.0,4.0,130.0,189.0,1.0,188.0,26.0,0.0,26.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Facultad de Humanidades y Ciencias,Licenciatura en Educacion en Primeras Infancias - Ciclo de Complementacion Curricular,Estatal,Grado,Presencial,376.0,5.0,371.0,74.0,0.0,74.0,302.0,5.0,297.0,27.0,0.0,27.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Enfermero Universitario,Estatal,Pregrado,Presencial,435.0,47.0,388.0,75.0,10.0,65.0,360.0,37.0,323.0,136.0,9.0,127.0,,,
2017,Universidad,Universidad Nacional del Litoral,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Facultad de Bioquimica y Ciencias Biologicas,Licenciatura en Biotecnologia,Estatal,Grado,Presencial,520.0,185.0,335.0,77.0,31.0,46.0,443.0,154.0,289.0,29.0,10.0,19.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Economia y Administracion,Facultad de Economia y Administracion,Facultad de Economia y Administracion,Tecnicatura en Gestion y Administracion Universitaria,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Especialista en Educacion Mediada por Tecnologia Digital -MD,Estatal,Posgrado,Distancia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Derecho y Ciencias Sociales,Facultad de Derecho y Ciencias Sociales,Facultad de Derecho y Ciencias Sociales,Especialista en Derecho Privado,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
