anio,carrera_grupo,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,estudiantes_mujeres_pct,inscripciones_mujeres_pct,estudiantes_hombres_pct
2014,Salud,Grado,Presencial,247096.0,66846.0,180250.0,59619.0,16098.0,43521.0,14538.0,3832.0,10706.0,88.0126953125,40.22273567467653,32.6396484375
2014,Salud,Posgrado,Distancia,119.0,36.0,83.0,108.0,31.0,77.0,1.0,0.0,1.0,0.002818910474120364,0.010135579834145057,0.0012226599646787122
2014,Salud,Posgrado,Presencial,23060.0,8415.0,14645.0,6936.0,2587.0,4349.0,3026.0,1198.0,1828.0,14.928644240570845,12.21629213483146,8.577981651376147
2014,Salud,Pregrado,Distancia,1731.0,447.0,1284.0,649.0,170.0,479.0,108.0,23.0,85.0,0.8199233716475096,0.5334075723830735,0.28544061302681994
2014,Salud,Pregrado,Presencial,16313.0,3369.0,12944.0,5447.0,1087.0,4360.0,5417.0,1096.0,4321.0,9.552767527675277,8.843813387423936,2.4863468634686345
2014,Sociales,Grado,Distancia,9057.0,3437.0,5620.0,3635.0,1500.0,2135.0,231.0,85.0,146.0,0.1588737490812461,0.3273033880116511,0.09716175722281901
2014,Sociales,Grado,Presencial,80099.0,34183.0,45916.0,17547.0,7757.0,9790.0,3405.0,1311.0,2094.0,115.07769423558898,78.32,85.67167919799499
2014,Sociales,Posgrado,Distancia,1155.0,489.0,666.0,211.0,117.0,94.0,95.0,32.0,63.0,1.2661596958174905,0.47474747474747475,0.9296577946768061
2014,Sociales,Posgrado,Presencial,19430.0,7596.0,11834.0,4233.0,1754.0,2479.0,1316.0,547.0,769.0,7.05664877757901,6.489528795811518,4.529516994633274
2014,Sociales,Pregrado,Distancia,2039.0,689.0,1350.0,1419.0,517.0,902.0,197.0,52.0,145.0,0.14559965487489215,0.3316176470588235,0.0743097497842968
2014,Sociales,Pregrado,Presencial,2700.0,1079.0,1621.0,1235.0,451.0,784.0,866.0,313.0,553.0,14.473214285714286,16.680851063829788,9.633928571428571
2015,Arquitectura y Urbanismo,Grado,Presencial,60175.0,30042.0,30133.0,10431.0,5223.0,5208.0,3500.0,1500.0,2000.0,10.259788900238338,4.931818181818182,10.228804902962207
2015,Arquitectura y Urbanismo,Posgrado,Presencial,1983.0,744.0,1239.0,609.0,237.0,372.0,60.0,20.0,40.0,0.12191282101741611,0.14686142913541256,0.07320673029617239
2015,Arquitectura y Urbanismo,Pregrado,Presencial,305.0,233.0,72.0,153.0,110.0,43.0,1137.0,442.0,695.0,0.000357858218561907,0.0011820006047444955,0.0011580689572906156
2015,Artes,Grado,Distancia,436.0,113.0,323.0,154.0,43.0,111.0,14.0,1.0,13.0,2.3576642335766422,1.3875,0.8248175182481752
2015,Artes,Grado,Presencial,51046.0,21594.0,29452.0,14200.0,6266.0,7934.0,1237.0,486.0,751.0,2.8478050667182364,2.9549348230912478,2.087990717462773
2015,Artes,Posgrado,Presencial,1812.0,559.0,1253.0,553.0,177.0,376.0,92.0,21.0,71.0,0.5122649223221586,0.42390078917700114,0.2285363859362224
2015,Artes,Pregrado,Distancia,472.0,306.0,166.0,247.0,155.0,92.0,23.0,15.0,8.0,0.013538863061740477,0.02076749435665914,0.024957181306581845
2015,Artes,Pregrado,Presencial,4841.0,2592.0,2249.0,2027.0,1042.0,985.0,585.0,261.0,324.0,0.17386934673366833,0.19775145553101786,0.2003865481252416
2015,Comunicacion,Grado,Distancia,2773.0,1231.0,1542.0,1276.0,609.0,667.0,56.0,15.0,41.0,0.02694861936385879,0.05150976909413854,0.021513456833275078
2015,Comunicacion,Grado,Presencial,92489.0,33852.0,58637.0,21782.0,8538.0,13244.0,4881.0,1535.0,3346.0,825.8732394366198,339.5897435897436,476.7887323943662
2015,Comunicacion,Posgrado,Distancia,98.0,33.0,65.0,26.0,14.0,12.0,6.0,0.0,6.0,0.009449047826719,0.004767580452920143,0.004797208896641954
2015,Comunicacion,Posgrado,Presencial,6736.0,2301.0,4435.0,1534.0,586.0,948.0,436.0,146.0,290.0,2.3805689747718732,0.9321533923303835,1.2351046698872785
2015,Comunicacion,Pregrado,Distancia,2588.0,1072.0,1516.0,1351.0,609.0,742.0,200.0,67.0,133.0,1.5205616850551655,1.5621052631578947,1.0752256770310933
2015,Comunicacion,Pregrado,Presencial,9080.0,3760.0,5320.0,2720.0,1223.0,1497.0,1774.0,599.0,1175.0,0.5024081594107093,0.45473876063183477,0.35508546604967417
2015,Diseño,Grado,Presencial,42462.0,15146.0,27316.0,9664.0,3572.0,6092.0,2478.0,751.0,1727.0,0.26557259107304315,0.22640107031366136,0.14725298229580874
2015,Diseño,Posgrado,Presencial,699.0,258.0,441.0,261.0,89.0,172.0,70.0,31.0,39.0,5.25,4.526315789473684,3.0714285714285716
2015,Diseño,Pregrado,Distancia,571.0,338.0,233.0,196.0,112.0,84.0,10.0,3.0,7.0,0.02267860619038349,0.032036613272311214,0.032898578937122835
2015,Diseño,Pregrado,Presencial,4413.0,1409.0,3004.0,1370.0,464.0,906.0,913.0,178.0,735.0,5.501831501831502,4.155963302752293,2.5805860805860807
2015,Economicas,Grado,Distancia,25011.0,11759.0,13252.0,7329.0,3536.0,3793.0,490.0,190.0,300.0,2.852346104175635,2.084065934065934,2.530994403788205
2015,Economicas,Grado,Presencial,259478.0,120242.0,139236.0,49939.0,24177.0,25762.0,14056.0,6456.0,7600.0,58.7741663149008,23.084229390681003,50.75643731532292
2015,Economicas,Posgrado,Distancia,302.0,141.0,161.0,135.0,56.0,79.0,26.0,11.0,15.0,0.01704966641957005,0.022688110281447443,0.01493169543577253
2015,Economicas,Posgrado,Presencial,20633.0,12419.0,8214.0,5859.0,3637.0,2222.0,2278.0,1431.0,847.0,1.443585237258348,1.1597077244258873,2.1826010544815464
2015,Economicas,Pregrado,Distancia,4388.0,1699.0,2689.0,1970.0,735.0,1235.0,458.0,190.0,268.0,2.0433130699088147,3.8,1.291033434650456
2015,Economicas,Pregrado,Presencial,14523.0,6848.0,7675.0,5321.0,2651.0,2670.0,3881.0,1822.0,2059.0,130.08474576271186,178.0,116.0677966101695
2015,Educacion,Grado,Distancia,11990.0,1918.0,10072.0,4200.0,742.0,3458.0,1151.0,173.0,978.0,0.5186939952621279,0.7660611431103235,0.09877433309300648
2015,Educacion,Grado,Presencial,116126.0,29567.0,86559.0,31043.0,8386.0,22657.0,6877.0,1483.0,5394.0,28.586195508586524,41.57247706422018,9.76453104359313
2015,Educacion,Posgrado,Distancia,4040.0,820.0,3220.0,1385.0,252.0,1133.0,982.0,239.0,743.0,1.7605248769819573,1.375,0.448332422088573
2015,Educacion,Posgrado,Presencial,12097.0,3760.0,8337.0,2829.0,903.0,1926.0,956.0,297.0,659.0,41.272277227722775,37.03846153846154,18.613861386138613
2015,Educacion,Pregrado,Distancia,404.0,118.0,286.0,79.0,28.0,51.0,15.0,4.0,11.0,0.7061728395061728,0.7727272727272727,0.291358024691358
2015,Educacion,Pregrado,Presencial,3923.0,782.0,3141.0,797.0,165.0,632.0,654.0,190.0,464.0,inf,inf,inf
2015,Exactas,Grado,Distancia,51.0,15.0,36.0,17.0,4.0,13.0,19.0,1.0,18.0,0.028846153846153848,0.03359173126614987,0.01201923076923077
2015,Exactas,Grado,Presencial,19811.0,10110.0,9701.0,4797.0,2251.0,2546.0,684.0,384.0,300.0,0.9612564407451447,1.046875,1.0017835909631392
2015,Exactas,Posgrado,Presencial,3190.0,1549.0,1641.0,590.0,308.0,282.0,416.0,210.0,206.0,4.061881188118812,4.147058823529412,3.8341584158415842
2015,Exactas,Pregrado,Presencial,2609.0,829.0,1780.0,1221.0,379.0,842.0,474.0,185.0,289.0,4.930747922437673,4.70391061452514,2.296398891966759
2015,"Hoteleria, Gastronomia y Turismo",Grado,Distancia,1875.0,521.0,1354.0,562.0,180.0,382.0,154.0,35.0,119.0,0.33032446938277626,0.2603953646898432,0.12710417174920713
2015,"Hoteleria, Gastronomia y Turismo",Grado,Presencial,19637.0,6289.0,13348.0,5098.0,1626.0,3472.0,1093.0,293.0,800.0,21.529032258064515,11.458745874587459,10.143548387096773
2015,"Hoteleria, Gastronomia y Turismo",Posgrado,Presencial,476.0,198.0,278.0,73.0,27.0,46.0,18.0,4.0,14.0,0.03566388710711995,0.023185483870967742,0.025400898011545863
2015,"Hoteleria, Gastronomia y Turismo",Pregrado,Distancia,860.0,254.0,606.0,412.0,177.0,235.0,56.0,14.0,42.0,1.2242424242424241,0.9670781893004116,0.5131313131313131
2015,"Hoteleria, Gastronomia y Turismo",Pregrado,Presencial,4585.0,1631.0,2954.0,1513.0,584.0,929.0,648.0,160.0,488.0,6.983451536643026,7.614754098360656,3.855791962174941
2015,Informatica,Grado,Distancia,3502.0,2926.0,576.0,1218.0,1053.0,165.0,72.0,54.0,18.0,0.5968911917098445,0.6297709923664122,3.032124352331606
2015,Informatica,Grado,Presencial,118732.0,99583.0,19149.0,23811.0,20372.0,3439.0,4198.0,3358.0,840.0,0.19307709371029866,0.18993703744615045,1.0040835669200832
2015,Informatica,Posgrado,Distancia,29.0,10.0,19.0,0.0,0.0,0.0,17.0,6.0,11.0,0.1450381679389313,0.0,0.07633587786259542
2015,Informatica,Posgrado,Presencial,3328.0,2435.0,893.0,653.0,510.0,143.0,152.0,111.0,41.0,0.31169284467713787,0.23176661264181522,0.849912739965096
2015,Informatica,Pregrado,Distancia,907.0,679.0,228.0,416.0,322.0,94.0,57.0,45.0,12.0,0.32805755395683456,0.5136612021857924,0.9769784172661871
2015,Informatica,Pregrado,Presencial,22974.0,18850.0,4124.0,8224.0,6744.0,1480.0,2393.0,1984.0,409.0,0.1959051826516555,0.19318626811121264,0.8954443969407629
2015,Ingenieria,Grado,Distancia,323.0,238.0,85.0,86.0,61.0,25.0,13.0,9.0,4.0,0.039794007490636704,0.02413127413127413,0.11142322097378277
2015,Ingenieria,Grado,Presencial,132838.0,104171.0,28667.0,27360.0,20492.0,6868.0,5289.0,4191.0,1098.0,1.2718278615794143,1.6941292550567342,4.621606033717835
2015,Ingenieria,Posgrado,Presencial,3764.0,2666.0,1098.0,912.0,652.0,260.0,400.0,272.0,128.0,4.773913043478261,2.8260869565217392,11.591304347826087
2015,Ingenieria,Pregrado,Presencial,6037.0,5493.0,544.0,2125.0,1926.0,199.0,1234.0,1009.0,225.0,2.8186528497409324,1.5307692307692307,28.46113989637306
2015,Juridicas,Grado,Distancia,31753.0,14110.0,17643.0,9834.0,4563.0,5271.0,1449.0,541.0,908.0,24.710084033613445,22.147058823529413,19.761904761904763
2015,Juridicas,Grado,Presencial,190528.0,79646.0,110882.0,38847.0,16493.0,22354.0,11622.0,4698.0,6924.0,786.3971631205674,496.75555555555553,564.8652482269504
2015,Juridicas,Posgrado,Distancia,21.0,7.0,14.0,6.0,3.0,3.0,0.0,0.0,0.0,0.00012276717205819164,0.00013151549690938583,6.138358602909582e-05
2015,Juridicas,Posgrado,Presencial,21597.0,9480.0,12117.0,4910.0,2217.0,2693.0,1516.0,712.0,804.0,3.591286307053942,2.9889012208657046,2.809721398933017
2015,Juridicas,Pregrado,Distancia,12164.0,6037.0,6127.0,6329.0,3125.0,3204.0,2756.0,1324.0,1432.0,1.1601969323991668,1.4874651810584958,1.1431547055481917
2015,Juridicas,Pregrado,Presencial,13127.0,6537.0,6590.0,4460.0,2193.0,2267.0,6443.0,2870.0,3573.0,0.8196517412935324,1.3311802701115678,0.8130597014925374
2015,Naturales,Grado,Distancia,857.0,407.0,450.0,409.0,191.0,218.0,26.0,18.0,8.0,6.164383561643835,19.818181818181817,5.575342465753424
2015,Naturales,Grado,Presencial,94521.0,43478.0,51043.0,18034.0,7851.0,10183.0,4558.0,2308.0,2250.0,inf,inf,inf
2015,Naturales,Posgrado,Distancia,119.0,75.0,44.0,61.0,30.0,31.0,23.0,10.0,13.0,0.09544468546637744,0.1949685534591195,0.16268980477223427
2015,Naturales,Posgrado,Presencial,11968.0,5220.0,6748.0,2445.0,1106.0,1339.0,1516.0,625.0,891.0,0.04774809835485583,0.05095129375951294,0.036936140102600386
2015,Naturales,Pregrado,Distancia,535.0,303.0,232.0,185.0,107.0,78.0,52.0,28.0,24.0,0.015081583566274459,0.027008310249307478,0.019697068192160178
2015,Naturales,Pregrado,Presencial,10064.0,5207.0,4857.0,3320.0,1749.0,1571.0,1084.0,481.0,603.0,2.3669590643274856,2.0589777195281784,2.537524366471735
2015,Otros,Grado,Distancia,2052.0,1004.0,1048.0,898.0,438.0,460.0,85.0,40.0,45.0,0.12666183224558858,0.19466779517562421,0.1213439690597051
2015,Otros,Grado,Presencial,45819.0,25372.0,20447.0,16246.0,8740.0,7506.0,2386.0,1534.0,852.0,0.7322112802148613,0.8120740019474196,0.9085765443151298
2015,Otros,Posgrado,Distancia,84.0,39.0,45.0,60.0,36.0,24.0,2.0,1.0,1.0,0.0010081096823334379,0.002502606882168926,0.0008736950580223128
2015,Otros,Posgrado,Presencial,3193.0,1855.0,1338.0,802.0,488.0,314.0,341.0,250.0,91.0,55.75,13.083333333333334,77.29166666666667
2015,Otros,Pregrado,Distancia,5610.0,2952.0,2658.0,2758.0,1505.0,1253.0,432.0,220.0,212.0,0.47754222062522456,0.5507692307692308,0.5303629177146963
2015,Otros,Pregrado,Presencial,7382.0,3669.0,3713.0,2378.0,1229.0,1149.0,1226.0,579.0,647.0,0.42590043587978893,0.2799025578562728,0.4208534067446662
2015,Psicologia,Grado,Distancia,2136.0,147.0,1989.0,709.0,46.0,663.0,201.0,9.0,192.0,0.5208169677926159,0.4885777450257922,0.0384917517674784
2015,Psicologia,Grado,Presencial,127677.0,23883.0,103794.0,29033.0,6008.0,23025.0,6943.0,946.0,5997.0,148.70200573065904,7675.0,34.2163323782235
2015,Psicologia,Posgrado,Distancia,1311.0,250.0,1061.0,130.0,15.0,115.0,269.0,43.0,226.0,0.012236048482891443,0.00736047107014849,0.0028831405473354016
2015,Psicologia,Posgrado,Presencial,9551.0,1778.0,7773.0,1870.0,338.0,1532.0,568.0,107.0,461.0,103.64,56.74074074074074,23.706666666666667
2015,Psicologia,Pregrado,Presencial,5353.0,931.0,4422.0,2866.0,582.0,2284.0,586.0,67.0,519.0,0.3982348703170029,0.9410795220436753,0.08384365994236312
2015,Salud,Grado,Distancia,5565.0,1576.0,3989.0,1462.0,419.0,1043.0,928.0,194.0,734.0,6.659432387312187,5.926136363636363,2.631051752921536
2015,Salud,Grado,Presencial,261563.0,69908.0,191655.0,63387.0,16672.0,46715.0,15004.0,3809.0,11195.0,23.481377113452584,15.766115423557206,8.565057583925508
2015,Salud,Posgrado,Distancia,409.0,93.0,316.0,112.0,41.0,71.0,13.0,6.0,7.0,0.5457685664939551,0.2679245283018868,0.16062176165803108
2015,Salud,Posgrado,Presencial,31274.0,11243.0,20031.0,6706.0,2488.0,4218.0,3388.0,1383.0,2005.0,2.6851206434316355,2.5471014492753623,1.5071045576407507
2015,Salud,Pregrado,Distancia,2085.0,577.0,1508.0,912.0,282.0,630.0,318.0,81.0,237.0,2.234074074074074,2.404580152671756,0.8548148148148148
2015,Salud,Pregrado,Presencial,17774.0,3660.0,14114.0,6202.0,1286.0,4916.0,6310.0,1245.0,5065.0,inf,inf,inf
2015,Sociales,Grado,Distancia,9460.0,3550.0,5910.0,3394.0,1376.0,2018.0,222.0,83.0,139.0,5.179666958808063,4.793349168646081,3.1113058720420685
2015,Sociales,Grado,Presencial,77916.0,33265.0,44651.0,17302.0,7481.0,9821.0,3323.0,1202.0,2121.0,49.55715871254162,16.34109816971714,36.92008879023307
2015,Sociales,Posgrado,Distancia,1525.0,644.0,881.0,371.0,157.0,214.0,95.0,41.0,54.0,0.0298603579175705,0.01942276275186059,0.021827548806941433
2015,Sociales,Posgrado,Presencial,20635.0,7889.0,12746.0,4016.0,1637.0,2379.0,1286.0,535.0,751.0,4.891020721412126,3.7523659305993693,3.0272448196469686
2015,Sociales,Pregrado,Distancia,1867.0,566.0,1301.0,1019.0,321.0,698.0,148.0,33.0,115.0,0.6923895689196381,0.9680998613037448,0.30122405534858965
2015,Sociales,Pregrado,Presencial,2939.0,1104.0,1835.0,961.0,346.0,615.0,1069.0,358.0,711.0,0.29113120736157383,0.30415430267062316,0.17515468824369348
2016,Arquitectura y Urbanismo,Grado,Presencial,61712.0,30822.0,30890.0,11775.0,6024.0,5751.0,3703.0,1562.0,2141.0,26.537800687285223,9.847602739726028,26.47938144329897
2016,Arquitectura y Urbanismo,Posgrado,Presencial,2254.0,874.0,1380.0,468.0,210.0,258.0,126.0,50.0,76.0,0.12682657843948167,0.06814580031695722,0.08032349967833839
2016,Arquitectura y Urbanismo,Pregrado,Presencial,459.0,332.0,127.0,183.0,120.0,63.0,1701.0,686.0,1015.0,0.7791411042944786,0.75,2.03680981595092
2016,Artes,Grado,Distancia,486.0,135.0,351.0,163.0,50.0,113.0,16.0,4.0,12.0,0.1337142857142857,0.07053682896379526,0.05142857142857143
2016,Artes,Grado,Presencial,53189.0,22914.0,30275.0,14645.0,6753.0,7892.0,1233.0,416.0,817.0,33.15991237677984,20.03045685279188,25.09748083242059
2016,Artes,Posgrado,Presencial,1742.0,522.0,1220.0,408.0,126.0,282.0,63.0,15.0,48.0,1.7994100294985251,1.3177570093457944,0.7699115044247787
2016,Artes,Pregrado,Distancia,470.0,309.0,161.0,204.0,133.0,71.0,30.0,15.0,15.0,0.0017308477929002988,0.0034397558257836347,0.003321937689479456
2016,Artes,Pregrado,Presencial,5775.0,2919.0,2856.0,2371.0,1237.0,1134.0,517.0,217.0,300.0,3.111111111111111,4.666666666666667,3.179738562091503
2016,Comunicacion,Grado,Distancia,3542.0,1589.0,1953.0,1635.0,791.0,844.0,130.0,49.0,81.0,0.3868092691622103,0.6350639578630549,0.3147157853040206
2016,Comunicacion,Grado,Presencial,91862.0,33637.0,58225.0,22097.0,8792.0,13305.0,5013.0,1544.0,3469.0,19.777513586956523,14.966254218222723,11.425611413043478
2016,Comunicacion,Posgrado,Distancia,65.0,25.0,40.0,26.0,9.0,17.0,1.0,1.0,0.0,0.05115089514066496,0.05029585798816568,0.0319693094629156
2016,Comunicacion,Posgrado,Presencial,6628.0,2096.0,4532.0,1738.0,563.0,1175.0,444.0,139.0,305.0,0.15396113602391628,0.18186039312799876,0.07120532681070797
2016,Comunicacion,Pregrado,Distancia,3130.0,1366.0,1764.0,1737.0,856.0,881.0,233.0,79.0,154.0,3.366412213740458,5.152046783625731,2.6068702290076335
2016,Comunicacion,Pregrado,Presencial,9551.0,4082.0,5469.0,2820.0,1272.0,1548.0,1972.0,707.0,1265.0,2.5520298646756885,2.165034965034965,1.9048063462435838
2016,Diseño,Grado,Presencial,41992.0,14936.0,27056.0,10094.0,3863.0,6231.0,2431.0,717.0,1714.0,55.5564681724846,37.31137724550898,30.6694045174538
2016,Diseño,Posgrado,Presencial,752.0,287.0,465.0,247.0,90.0,157.0,116.0,40.0,76.0,0.24193548387096775,0.20989304812834225,0.14932362122788762
2016,Diseño,Pregrado,Distancia,998.0,525.0,473.0,668.0,337.0,331.0,8.0,3.0,5.0,0.0025342227222802647,0.00789185065089886,0.0028128264887888775
2016,Diseño,Pregrado,Presencial,4368.0,1474.0,2894.0,1588.0,594.0,994.0,876.0,203.0,673.0,56.745098039215684,inf,28.901960784313726
2016,Economicas,Grado,Distancia,26959.0,12650.0,14309.0,8076.0,3998.0,4078.0,612.0,279.0,333.0,0.8004139396990546,0.876047261009667,0.7076131341947755
2016,Economicas,Grado,Presencial,258487.0,120678.0,137809.0,53149.0,26404.0,26745.0,13199.0,5891.0,7308.0,64.54754098360655,62.63466042154567,56.52365339578454
2016,Economicas,Posgrado,Distancia,915.0,612.0,303.0,798.0,557.0,241.0,38.0,13.0,25.0,0.023607323724191664,0.06357161698760222,0.04768211920529802
2016,Economicas,Posgrado,Presencial,20679.0,12466.0,8213.0,6360.0,3846.0,2514.0,2392.0,1499.0,893.0,1.8018867924528301,1.1937321937321936,2.7349714787187365
2016,Economicas,Pregrado,Distancia,5113.0,1973.0,3140.0,2221.0,869.0,1352.0,400.0,184.0,216.0,0.061733249449512424,0.10196078431372549,0.03878971374646115
2016,Economicas,Pregrado,Presencial,13949.0,6581.0,7368.0,4704.0,2294.0,2410.0,3506.0,1634.0,1872.0,141.69230769230768,83.10344827586206,126.5576923076923
2016,Educacion,Grado,Distancia,16309.0,2703.0,13606.0,6693.0,1219.0,5474.0,985.0,121.0,864.0,1.8863163732150283,2.2647910633016135,0.3747400526826563
2016,Educacion,Grado,Presencial,118569.0,30626.0,87943.0,33357.0,9213.0,24144.0,7096.0,1687.0,5409.0,39.08577777777778,27.436363636363637,13.611555555555556
2016,Educacion,Posgrado,Distancia,4356.0,837.0,3519.0,1282.0,261.0,1021.0,1083.0,180.0,903.0,0.7240740740740741,0.6132132132132132,0.17222222222222222
2016,Educacion,Posgrado,Presencial,11324.0,3359.0,7965.0,2730.0,838.0,1892.0,533.0,151.0,382.0,0.12292046050804037,0.1442842980248608,0.0518380196919658
2016,Educacion,Pregrado,Distancia,336.0,107.0,229.0,0.0,0.0,0.0,18.0,6.0,12.0,0.19179229480737017,0.0,0.08961474036850921
2016,Educacion,Pregrado,Presencial,4354.0,912.0,3442.0,1451.0,371.0,1080.0,606.0,152.0,454.0,0.22246639089968975,0.30927835051546393,0.05894519131334023
2016,Exactas,Grado,Distancia,111.0,33.0,78.0,49.0,14.0,35.0,13.0,6.0,7.0,0.05227882037533512,0.03611971104231166,0.022117962466487937
2016,Exactas,Grado,Presencial,19781.0,10103.0,9678.0,4808.0,2349.0,2459.0,729.0,384.0,345.0,5.418812989921612,4.7471042471042475,5.656774916013438
2016,Exactas,Posgrado,Presencial,3615.0,1736.0,1879.0,618.0,317.0,301.0,379.0,174.0,205.0,0.48315762406788376,0.17034521788341822,0.44638724607868346
2016,Exactas,Pregrado,Presencial,3007.0,983.0,2024.0,1219.0,395.0,824.0,482.0,178.0,304.0,0.13532125426221836,0.21458333333333332,0.06572173564217423
2016,"Hoteleria, Gastronomia y Turismo",Grado,Distancia,2006.0,594.0,1412.0,615.0,214.0,401.0,58.0,13.0,45.0,12.172413793103448,11.13888888888889,5.120689655172414
2016,"Hoteleria, Gastronomia y Turismo",Grado,Presencial,18950.0,6016.0,12934.0,4828.0,1594.0,3234.0,1054.0,294.0,760.0,3.9158340902210114,2.7040133779264215,1.8213745080230095
2016,"Hoteleria, Gastronomia y Turismo",Posgrado,Distancia,235.0,82.0,153.0,56.0,19.0,37.0,9.0,2.0,7.0,0.7536945812807881,0.37,0.4039408866995074
2016,"Hoteleria, Gastronomia y Turismo",Posgrado,Presencial,208.0,97.0,111.0,7.0,3.0,4.0,9.0,3.0,6.0,0.002172253860153819,0.0005245213742460005,0.0018982758958100941
2016,"Hoteleria, Gastronomia y Turismo",Pregrado,Distancia,923.0,283.0,640.0,453.0,193.0,260.0,39.0,11.0,28.0,0.32803690415171705,0.5803571428571429,0.1450538185545874
2016,"Hoteleria, Gastronomia y Turismo",Pregrado,Presencial,4589.0,1597.0,2992.0,1732.0,630.0,1102.0,583.0,156.0,427.0,13.297777777777778,10.699029126213592,7.097777777777778
2016,Informatica,Grado,Distancia,3441.0,2944.0,497.0,1239.0,1081.0,158.0,71.0,49.0,22.0,0.05369490060501297,0.09256004686584651,0.3180639585133967
2016,Informatica,Grado,Presencial,118369.0,99704.0,18665.0,25964.0,22021.0,3943.0,3739.0,3012.0,727.0,214.54022988505747,788.6,1146.0229885057472
2016,Informatica,Posgrado,Distancia,139.0,69.0,70.0,63.0,40.0,23.0,23.0,5.0,18.0,inf,inf,inf
2016,Informatica,Posgrado,Presencial,3425.0,2540.0,885.0,698.0,536.0,162.0,165.0,111.0,54.0,2.0774647887323945,0.9585798816568047,5.962441314553991
2016,Informatica,Pregrado,Distancia,979.0,742.0,237.0,355.0,275.0,80.0,53.0,42.0,11.0,0.0050487836053001575,0.00660883932259397,0.015806740232627497
2016,Informatica,Pregrado,Presencial,23346.0,19244.0,4102.0,8232.0,6744.0,1488.0,2423.0,2035.0,388.0,2.310985915492958,4.325581395348837,10.84169014084507
2016,Ingenieria,Grado,Distancia,243.0,181.0,62.0,86.0,69.0,17.0,19.0,10.0,9.0,0.14318706697459585,0.056105610561056105,0.418013856812933
2016,Ingenieria,Grado,Presencial,136763.0,106371.0,30392.0,30410.0,22866.0,7544.0,5089.0,3971.0,1118.0,10.253711201079621,5.706505295007564,35.88765182186235
2016,Ingenieria,Posgrado,Presencial,3675.0,2506.0,1169.0,939.0,611.0,328.0,477.0,330.0,147.0,0.3353413654618474,0.3042671614100185,0.7188755020080321
2016,Ingenieria,Pregrado,Presencial,6022.0,5553.0,469.0,2199.0,2027.0,172.0,982.0,809.0,173.0,15.633333333333333,12.285714285714286,185.1
2016,Juridicas,Grado,Distancia,34190.0,15107.0,19083.0,10204.0,4622.0,5582.0,1861.0,710.0,1151.0,13.630714285714285,12.056155507559396,10.790714285714285
2016,Juridicas,Grado,Presencial,184927.0,77293.0,107634.0,36849.0,15877.0,20972.0,11600.0,4625.0,6975.0,1764.4918032786886,inf,1267.0983606557377
2016,Juridicas,Posgrado,Distancia,40.0,14.0,26.0,24.0,8.0,16.0,1.0,0.0,1.0,0.00040414717174700387,0.001203550473897999,0.00021761770786377132
2016,Juridicas,Posgrado,Presencial,24777.0,10669.0,14108.0,4861.0,2226.0,2635.0,2076.0,970.0,1106.0,117.56666666666666,50.67307692307692,88.90833333333333
2016,Juridicas,Pregrado,Distancia,12374.0,6027.0,6347.0,5684.0,2750.0,2934.0,2004.0,979.0,1025.0,1.2212815085626323,3.053069719042664,1.159707523571291
2016,Juridicas,Pregrado,Presencial,11372.0,5464.0,5908.0,3965.0,1917.0,2048.0,6234.0,2809.0,3425.0,5.495813953488372,3.7304189435336976,5.082790697674419
2016,Naturales,Grado,Distancia,915.0,418.0,497.0,255.0,119.0,136.0,14.0,5.0,9.0,0.06868435599778884,0.07296137339055794,0.057766721945826424
2016,Naturales,Grado,Presencial,94035.0,42421.0,51614.0,18712.0,7839.0,10873.0,4426.0,2225.0,2201.0,22.305099394987035,9.008285004142502,18.332324978392393
2016,Naturales,Posgrado,Distancia,275.0,164.0,111.0,59.0,40.0,19.0,19.0,15.0,4.0,0.0037937045011791244,0.0024437299035369774,0.005605112956697085
2016,Naturales,Posgrado,Presencial,12294.0,5329.0,6965.0,2974.0,1355.0,1619.0,1581.0,713.0,868.0,6.431209602954755,4.861861861861862,4.9205909510618655
2016,Naturales,Pregrado,Distancia,569.0,358.0,211.0,202.0,141.0,61.0,47.0,20.0,27.0,0.13320707070707072,0.06681270536692223,0.22601010101010102
2016,Naturales,Pregrado,Presencial,9455.0,4759.0,4696.0,3259.0,1640.0,1619.0,1006.0,403.0,603.0,3.371141421392678,2.7722602739726026,3.4163675520459442
2016,Otros,Grado,Distancia,2383.0,1209.0,1174.0,937.0,468.0,469.0,85.0,51.0,34.0,0.03367660135968561,0.06981244417981543,0.03468058862339003
2016,Otros,Grado,Presencial,50212.0,28239.0,21973.0,18765.0,10336.0,8429.0,2558.0,1626.0,932.0,43.33925049309665,48.16571428571429,55.69822485207101
2016,Otros,Posgrado,Distancia,90.0,47.0,43.0,44.0,21.0,23.0,4.0,1.0,3.0,0.07226890756302522,0.09745762711864407,0.07899159663865546
2016,Otros,Posgrado,Presencial,2650.0,1529.0,1121.0,745.0,450.0,295.0,336.0,232.0,104.0,0.7736369910282954,0.7642487046632125,1.0552104899930987
2016,Otros,Pregrado,Distancia,5985.0,2943.0,3042.0,2834.0,1343.0,1491.0,407.0,219.0,188.0,0.3221092757306226,0.505938242280285,0.3116264294790343
